Passage,Question,AnsText
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কি আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে?,কম্পিউটার ।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার কিসের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে?,আবিষ্কারের ।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার আবিষ্কারের ফলে কে যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে?,মানুষ।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার আবিষ্কারের ফলে মানুষ কিসের মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে?,যন্ত্রশক্তির ।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে কেমন শক্তির অধিকারী হয়েছে?,দুর্বার ।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার কিসের অধিকারী হয়েছে?,শক্তির।
অষ্টাদশ ও ঊনবিংশ শতাব্দীতে ইউরােপসহ সমগ্র বিশ্বে শিল্পবিপ্লবের ছোঁয়ায় মানুষের জীবনে যন্ত্রের প্রভাব বিস্ময়করভাবে পরিলক্ষিত হয় । এই বিস্ময় আরও তীব্র হয়েছে বিংশ শতাব্দীতে মানুষের পৃথিবী ছেড়ে চাঁদে গমন করার অনন্য সাফল্যে । আর এই সাফল্যের পেছনে যে যন্ত্রটি অসামান্য ভূমিকা পালন করেছে তা হলো কম্পিউটার’ । মানুষের মানসিক শ্রম লাঘব করার অসম্ভব দায়িত্ব পালন করছে কম্পিউটার। কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির অধিকারী হয়েছে।,কম্পিউটার আবিষ্কারের ফলে মানুষ যন্ত্রশক্তির মাধ্যমে দুর্বার শক্তির কি হয়েছে?,অধিকারী ।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",কে বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে?,রাশিয়া।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার কিভাবে এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে?,জোর গলায়।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো কিসের কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে?,পরিকল্পনার।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা কি করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে?,অস্বীকার।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা কোথায় একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে?,ইউক্রেনে।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি কি শুরু করার প্রস্তুতি নিচ্ছে?,যুদ্ধ।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার কি নিচ্ছে?,প্রস্তুতি।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ কি করার প্রস্তুতি নিচ্ছে?,শুরু।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",কে আগেও ইউক্রেনের সীমানা দখল করেছে?,রাশিয়া।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া আগেও কাদের সীমানা দখল করেছে?,ইউক্রেনের।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",রাশিয়া আগেও ইউক্রেনের কি দখল করেছে?,সীমানা।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে কাদের প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে?,রাশিয়ার।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার কত সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে?,প্রায় এক লাখ।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার প্রায় এক লাখ কি ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে?,সৈন্য।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য কাদের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে?,ইউক্রেনের।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের কিসের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে?,সীমান্তের।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে কি আছে বলে মনে করা হচ্ছে?,মোতায়েন।
"রাশিয়া বার বার জোর গলায় এমন কোনো পরিকল্পনার কথা অস্বীকার করছে যে তারা ইউক্রেনে একটি যুদ্ধ শুরু করার প্রস্তুতি নিচ্ছে। তবে রাশিয়া আগেও ইউক্রেনের সীমানা দখল করেছে। এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে মনে করা হচ্ছে। রাশিয়া বহুদিন ধরেই চেষ্টা করছে, ইউক্রেন যাতে কোনোভাবেই ইউরোপীয় ইউনিয়নে না যায়। তাদের আরো আপত্তি ন্যাটো জোট নিয়ে। ইউক্রেন এখনো ন্যাটো জোটের সদস্য নয়। কিন্তু পূর্ব ইউরোপের আরো অনেক সাবেক কমিউনিস্ট দেশের মতো, ইউক্রেনও সেই পথে চলেছে বলে মনে করছে রাশিয়া।",এই মুহূর্তে রাশিয়ার প্রায় এক লাখ সৈন্য ইউক্রেনের সীমান্তের কাছে মোতায়েন আছে বলে কি করা হচ্ছে?,মনে।
"চোখের নানাবিধ সমস্যা যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান। আবিস্কৃত হয়েছে বিশেষ বিশেষ যন্ত্র, যার মাধ্যমে নির্ধারণ করা যায় চোখের সঠিক পাওয়ার, নির্ণয় করা যায় চোখের বিভিন্ন রকমের রােগ। চিকিৎসা বিজ্ঞানে লেজার রশ্মি ও কম্পিউটার প্রযুক্তির ব্যবহারের ফলে রােগ নির্ণয় হচ্ছে সর্বাধুনিক পদ্ধতিতে।",কিসের নানাবিধ সমস্যা যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান?,চোখের ।
"চোখের নানাবিধ সমস্যা যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান। আবিস্কৃত হয়েছে বিশেষ বিশেষ যন্ত্র, যার মাধ্যমে নির্ধারণ করা যায় চোখের সঠিক পাওয়ার, নির্ণয় করা যায় চোখের বিভিন্ন রকমের রােগ। চিকিৎসা বিজ্ঞানে লেজার রশ্মি ও কম্পিউটার প্রযুক্তির ব্যবহারের ফলে রােগ নির্ণয় হচ্ছে সর্বাধুনিক পদ্ধতিতে।",চোখের কেমন সমস্যা যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান?,নানাবিধ ।
"চোখের নানাবিধ সমস্যা যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান। আবিস্কৃত হয়েছে বিশেষ বিশেষ যন্ত্র, যার মাধ্যমে নির্ধারণ করা যায় চোখের সঠিক পাওয়ার, নির্ণয় করা যায় চোখের বিভিন্ন রকমের রােগ। চিকিৎসা বিজ্ঞানে লেজার রশ্মি ও কম্পিউটার প্রযুক্তির ব্যবহারের ফলে রােগ নির্ণয় হচ্ছে সর্বাধুনিক পদ্ধতিতে।",চোখের নানাবিধ কি যেমন- দূরের বা কাছের দৃষ্টিশক্তিজনিত রােগ নির্ণয়েও রয়েছে বিজ্ঞানের অবদান?,সমস্যা ।
